,chunk_name,Recording_ID,English_name,Genus,Specific_epithet
3653,archive\chunks\Emberiza-schoeniclus-309185_3.mp3,309185,Common Reed Bunting,Emberiza,schoeniclus
3654,archive\chunks\Emberiza-schoeniclus-314255_0.mp3,314255,Common Reed Bunting,Emberiza,schoeniclus
3655,archive\chunks\Emberiza-schoeniclus-314255_1.mp3,314255,Common Reed Bunting,Emberiza,schoeniclus
3656,archive\chunks\Emberiza-schoeniclus-317784_0.mp3,317784,Common Reed Bunting,Emberiza,schoeniclus
3657,archive\chunks\Emberiza-schoeniclus-317788_0.mp3,317788,Common Reed Bunting,Emberiza,schoeniclus
3658,archive\chunks\Emberiza-schoeniclus-317788_1.mp3,317788,Common Reed Bunting,Emberiza,schoeniclus
3659,archive\chunks\Emberiza-schoeniclus-319997_0.mp3,319997,Common Reed Bunting,Emberiza,schoeniclus
3660,archive\chunks\Emberiza-schoeniclus-35407_0.mp3,35407,Common Reed Bunting,Emberiza,schoeniclus
3661,archive\chunks\Emberiza-schoeniclus-367240_0.mp3,367240,Common Reed Bunting,Emberiza,schoeniclus
3662,archive\chunks\Emberiza-schoeniclus-367240_1.mp3,367240,Common Reed Bunting,Emberiza,schoeniclus
3663,archive\chunks\Emberiza-schoeniclus-367240_2.mp3,367240,Common Reed Bunting,Emberiza,schoeniclus
3664,archive\chunks\Emberiza-schoeniclus-367240_3.mp3,367240,Common Reed Bunting,Emberiza,schoeniclus
3665,archive\chunks\Emberiza-schoeniclus-367920_0.mp3,367920,Common Reed Bunting,Emberiza,schoeniclus
3666,archive\chunks\Emberiza-schoeniclus-367920_1.mp3,367920,Common Reed Bunting,Emberiza,schoeniclus
3667,archive\chunks\Emberiza-schoeniclus-370785_0.mp3,370785,Common Reed Bunting,Emberiza,schoeniclus
3668,archive\chunks\Emberiza-schoeniclus-405962_0.mp3,405962,Common Reed Bunting,Emberiza,schoeniclus
3669,archive\chunks\Emberiza-schoeniclus-405962_1.mp3,405962,Common Reed Bunting,Emberiza,schoeniclus
3670,archive\chunks\Emberiza-schoeniclus-407893_0.mp3,407893,Common Reed Bunting,Emberiza,schoeniclus
3671,archive\chunks\Emberiza-schoeniclus-407893_1.mp3,407893,Common Reed Bunting,Emberiza,schoeniclus
3672,archive\chunks\Emberiza-schoeniclus-408507_0.mp3,408507,Common Reed Bunting,Emberiza,schoeniclus
3673,archive\chunks\Emberiza-schoeniclus-408513_0.mp3,408513,Common Reed Bunting,Emberiza,schoeniclus
3674,archive\chunks\Emberiza-schoeniclus-408513_1.mp3,408513,Common Reed Bunting,Emberiza,schoeniclus
3675,archive\chunks\Emberiza-schoeniclus-463813_0.mp3,463813,Common Reed Bunting,Emberiza,schoeniclus
3676,archive\chunks\Emberiza-schoeniclus-463813_1.mp3,463813,Common Reed Bunting,Emberiza,schoeniclus
3677,archive\chunks\Emberiza-schoeniclus-463813_2.mp3,463813,Common Reed Bunting,Emberiza,schoeniclus
3678,archive\chunks\Emberiza-schoeniclus-463813_3.mp3,463813,Common Reed Bunting,Emberiza,schoeniclus
3679,archive\chunks\Emberiza-schoeniclus-463813_4.mp3,463813,Common Reed Bunting,Emberiza,schoeniclus
3680,archive\chunks\Emberiza-schoeniclus-463813_5.mp3,463813,Common Reed Bunting,Emberiza,schoeniclus
3681,archive\chunks\Emberiza-schoeniclus-465932_0.mp3,465932,Common Reed Bunting,Emberiza,schoeniclus
3682,archive\chunks\Emberiza-schoeniclus-468675_0.mp3,468675,Common Reed Bunting,Emberiza,schoeniclus
3683,archive\chunks\Emberiza-schoeniclus-468675_1.mp3,468675,Common Reed Bunting,Emberiza,schoeniclus
3684,archive\chunks\Emberiza-schoeniclus-474445_0.mp3,474445,Common Reed Bunting,Emberiza,schoeniclus
3685,archive\chunks\Emberiza-schoeniclus-477525_0.mp3,477525,Common Reed Bunting,Emberiza,schoeniclus
3686,archive\chunks\Emberiza-schoeniclus-478187_0.mp3,478187,Common Reed Bunting,Emberiza,schoeniclus
3687,archive\chunks\Emberiza-schoeniclus-478187_1.mp3,478187,Common Reed Bunting,Emberiza,schoeniclus
3688,archive\chunks\Emberiza-schoeniclus-478187_2.mp3,478187,Common Reed Bunting,Emberiza,schoeniclus
3689,archive\chunks\Emberiza-schoeniclus-480694_0.mp3,480694,Common Reed Bunting,Emberiza,schoeniclus
3690,archive\chunks\Emberiza-schoeniclus-480695_0.mp3,480695,Common Reed Bunting,Emberiza,schoeniclus
3691,archive\chunks\Emberiza-schoeniclus-480695_1.mp3,480695,Common Reed Bunting,Emberiza,schoeniclus
3692,archive\chunks\Emberiza-schoeniclus-480696_0.mp3,480696,Common Reed Bunting,Emberiza,schoeniclus
3693,archive\chunks\Emberiza-schoeniclus-480696_1.mp3,480696,Common Reed Bunting,Emberiza,schoeniclus
3694,archive\chunks\Emberiza-schoeniclus-484705_0.mp3,484705,Common Reed Bunting,Emberiza,schoeniclus
3695,archive\chunks\Emberiza-schoeniclus-484705_1.mp3,484705,Common Reed Bunting,Emberiza,schoeniclus
3696,archive\chunks\Emberiza-schoeniclus-504424_0.mp3,504424,Common Reed Bunting,Emberiza,schoeniclus
3697,archive\chunks\Emberiza-schoeniclus-511799_0.mp3,511799,Common Reed Bunting,Emberiza,schoeniclus
3698,archive\chunks\Emberiza-schoeniclus-511799_1.mp3,511799,Common Reed Bunting,Emberiza,schoeniclus
3699,archive\chunks\Emberiza-schoeniclus-511799_2.mp3,511799,Common Reed Bunting,Emberiza,schoeniclus
3700,archive\chunks\Emberiza-schoeniclus-511910_0.mp3,511910,Common Reed Bunting,Emberiza,schoeniclus
3701,archive\chunks\Emberiza-schoeniclus-519723_0.mp3,519723,Common Reed Bunting,Emberiza,schoeniclus
3702,archive\chunks\Emberiza-schoeniclus-520023_0.mp3,520023,Common Reed Bunting,Emberiza,schoeniclus
3703,archive\chunks\Erithacus-rubecula-131709_0.mp3,131709,European Robin,Erithacus,rubecula
3704,archive\chunks\Erithacus-rubecula-131709_1.mp3,131709,European Robin,Erithacus,rubecula
3705,archive\chunks\Erithacus-rubecula-131709_2.mp3,131709,European Robin,Erithacus,rubecula
3706,archive\chunks\Erithacus-rubecula-134097_0.mp3,134097,European Robin,Erithacus,rubecula
3707,archive\chunks\Erithacus-rubecula-134097_1.mp3,134097,European Robin,Erithacus,rubecula
3708,archive\chunks\Erithacus-rubecula-134097_2.mp3,134097,European Robin,Erithacus,rubecula
3709,archive\chunks\Erithacus-rubecula-141921_0.mp3,141921,European Robin,Erithacus,rubecula
3710,archive\chunks\Erithacus-rubecula-141921_1.mp3,141921,European Robin,Erithacus,rubecula
3711,archive\chunks\Erithacus-rubecula-141921_2.mp3,141921,European Robin,Erithacus,rubecula
3712,archive\chunks\Erithacus-rubecula-141921_3.mp3,141921,European Robin,Erithacus,rubecula
3713,archive\chunks\Erithacus-rubecula-141926_0.mp3,141926,European Robin,Erithacus,rubecula
3714,archive\chunks\Erithacus-rubecula-141926_1.mp3,141926,European Robin,Erithacus,rubecula
3715,archive\chunks\Erithacus-rubecula-141926_2.mp3,141926,European Robin,Erithacus,rubecula
3716,archive\chunks\Erithacus-rubecula-141926_3.mp3,141926,European Robin,Erithacus,rubecula
3717,archive\chunks\Erithacus-rubecula-141926_4.mp3,141926,European Robin,Erithacus,rubecula
3718,archive\chunks\Erithacus-rubecula-141926_5.mp3,141926,European Robin,Erithacus,rubecula
3719,archive\chunks\Erithacus-rubecula-141926_6.mp3,141926,European Robin,Erithacus,rubecula
3720,archive\chunks\Erithacus-rubecula-142156_0.mp3,142156,European Robin,Erithacus,rubecula
3721,archive\chunks\Erithacus-rubecula-142156_1.mp3,142156,European Robin,Erithacus,rubecula
3722,archive\chunks\Erithacus-rubecula-142156_2.mp3,142156,European Robin,Erithacus,rubecula
3723,archive\chunks\Erithacus-rubecula-142156_3.mp3,142156,European Robin,Erithacus,rubecula
3724,archive\chunks\Erithacus-rubecula-148582_0.mp3,148582,European Robin,Erithacus,rubecula
3725,archive\chunks\Erithacus-rubecula-149400_0.mp3,149400,European Robin,Erithacus,rubecula
3726,archive\chunks\Erithacus-rubecula-149400_1.mp3,149400,European Robin,Erithacus,rubecula
3727,archive\chunks\Erithacus-rubecula-155210_0.mp3,155210,European Robin,Erithacus,rubecula
3728,archive\chunks\Erithacus-rubecula-155712_0.mp3,155712,European Robin,Erithacus,rubecula
3729,archive\chunks\Erithacus-rubecula-155712_1.mp3,155712,European Robin,Erithacus,rubecula
3730,archive\chunks\Erithacus-rubecula-155712_2.mp3,155712,European Robin,Erithacus,rubecula
3731,archive\chunks\Erithacus-rubecula-155712_3.mp3,155712,European Robin,Erithacus,rubecula
3732,archive\chunks\Erithacus-rubecula-155712_4.mp3,155712,European Robin,Erithacus,rubecula
3733,archive\chunks\Erithacus-rubecula-155712_5.mp3,155712,European Robin,Erithacus,rubecula
3734,archive\chunks\Erithacus-rubecula-167996_0.mp3,167996,European Robin,Erithacus,rubecula
3735,archive\chunks\Erithacus-rubecula-167996_1.mp3,167996,European Robin,Erithacus,rubecula
3736,archive\chunks\Erithacus-rubecula-167996_2.mp3,167996,European Robin,Erithacus,rubecula
3737,archive\chunks\Erithacus-rubecula-167996_3.mp3,167996,European Robin,Erithacus,rubecula
3738,archive\chunks\Erithacus-rubecula-167996_4.mp3,167996,European Robin,Erithacus,rubecula
3739,archive\chunks\Erithacus-rubecula-167996_5.mp3,167996,European Robin,Erithacus,rubecula
3740,archive\chunks\Erithacus-rubecula-173291_0.mp3,173291,European Robin,Erithacus,rubecula
3741,archive\chunks\Erithacus-rubecula-173291_1.mp3,173291,European Robin,Erithacus,rubecula
3742,archive\chunks\Erithacus-rubecula-173291_2.mp3,173291,European Robin,Erithacus,rubecula
3743,archive\chunks\Erithacus-rubecula-175195_0.mp3,175195,European Robin,Erithacus,rubecula
3744,archive\chunks\Erithacus-rubecula-175195_1.mp3,175195,European Robin,Erithacus,rubecula
3745,archive\chunks\Erithacus-rubecula-210422_0.mp3,210422,European Robin,Erithacus,rubecula
3746,archive\chunks\Erithacus-rubecula-210422_1.mp3,210422,European Robin,Erithacus,rubecula
3747,archive\chunks\Erithacus-rubecula-210422_2.mp3,210422,European Robin,Erithacus,rubecula
3748,archive\chunks\Erithacus-rubecula-210423_0.mp3,210423,European Robin,Erithacus,rubecula
3749,archive\chunks\Erithacus-rubecula-210423_1.mp3,210423,European Robin,Erithacus,rubecula
3750,archive\chunks\Erithacus-rubecula-212968_0.mp3,212968,European Robin,Erithacus,rubecula
3751,archive\chunks\Erithacus-rubecula-212968_1.mp3,212968,European Robin,Erithacus,rubecula
3752,archive\chunks\Erithacus-rubecula-212968_2.mp3,212968,European Robin,Erithacus,rubecula
3753,archive\chunks\Erithacus-rubecula-212968_3.mp3,212968,European Robin,Erithacus,rubecula
3754,archive\chunks\Erithacus-rubecula-212968_4.mp3,212968,European Robin,Erithacus,rubecula
3755,archive\chunks\Erithacus-rubecula-212969_0.mp3,212969,European Robin,Erithacus,rubecula
3756,archive\chunks\Erithacus-rubecula-212969_1.mp3,212969,European Robin,Erithacus,rubecula
3757,archive\chunks\Erithacus-rubecula-212969_2.mp3,212969,European Robin,Erithacus,rubecula
3758,archive\chunks\Erithacus-rubecula-212969_3.mp3,212969,European Robin,Erithacus,rubecula
3759,archive\chunks\Erithacus-rubecula-234111_0.mp3,234111,European Robin,Erithacus,rubecula
3760,archive\chunks\Erithacus-rubecula-234111_1.mp3,234111,European Robin,Erithacus,rubecula
3761,archive\chunks\Erithacus-rubecula-246771_0.mp3,246771,European Robin,Erithacus,rubecula
3762,archive\chunks\Erithacus-rubecula-246771_1.mp3,246771,European Robin,Erithacus,rubecula
3763,archive\chunks\Erithacus-rubecula-246771_2.mp3,246771,European Robin,Erithacus,rubecula
3764,archive\chunks\Erithacus-rubecula-246771_3.mp3,246771,European Robin,Erithacus,rubecula
3765,archive\chunks\Erithacus-rubecula-246771_4.mp3,246771,European Robin,Erithacus,rubecula
3766,archive\chunks\Erithacus-rubecula-246771_5.mp3,246771,European Robin,Erithacus,rubecula
3767,archive\chunks\Erithacus-rubecula-246771_6.mp3,246771,European Robin,Erithacus,rubecula
3768,archive\chunks\Erithacus-rubecula-246771_7.mp3,246771,European Robin,Erithacus,rubecula
3769,archive\chunks\Erithacus-rubecula-246771_8.mp3,246771,European Robin,Erithacus,rubecula
3770,archive\chunks\Erithacus-rubecula-246771_9.mp3,246771,European Robin,Erithacus,rubecula
3771,archive\chunks\Erithacus-rubecula-246771_10.mp3,246771,European Robin,Erithacus,rubecula
3772,archive\chunks\Erithacus-rubecula-246771_11.mp3,246771,European Robin,Erithacus,rubecula
3773,archive\chunks\Erithacus-rubecula-246771_12.mp3,246771,European Robin,Erithacus,rubecula
3774,archive\chunks\Erithacus-rubecula-246771_13.mp3,246771,European Robin,Erithacus,rubecula
3775,archive\chunks\Erithacus-rubecula-246771_14.mp3,246771,European Robin,Erithacus,rubecula
3776,archive\chunks\Erithacus-rubecula-246771_15.mp3,246771,European Robin,Erithacus,rubecula
3777,archive\chunks\Erithacus-rubecula-246771_16.mp3,246771,European Robin,Erithacus,rubecula
3778,archive\chunks\Erithacus-rubecula-246771_17.mp3,246771,European Robin,Erithacus,rubecula
3779,archive\chunks\Erithacus-rubecula-246771_18.mp3,246771,European Robin,Erithacus,rubecula
3780,archive\chunks\Erithacus-rubecula-246771_19.mp3,246771,European Robin,Erithacus,rubecula
3781,archive\chunks\Erithacus-rubecula-283581_0.mp3,283581,European Robin,Erithacus,rubecula
3782,archive\chunks\Erithacus-rubecula-310156_0.mp3,310156,European Robin,Erithacus,rubecula
3783,archive\chunks\Erithacus-rubecula-310156_1.mp3,310156,European Robin,Erithacus,rubecula
3784,archive\chunks\Erithacus-rubecula-310156_2.mp3,310156,European Robin,Erithacus,rubecula
3785,archive\chunks\Erithacus-rubecula-310156_3.mp3,310156,European Robin,Erithacus,rubecula
3786,archive\chunks\Erithacus-rubecula-310156_4.mp3,310156,European Robin,Erithacus,rubecula
3787,archive\chunks\Erithacus-rubecula-311893_0.mp3,311893,European Robin,Erithacus,rubecula
3788,archive\chunks\Erithacus-rubecula-316662_0.mp3,316662,European Robin,Erithacus,rubecula
3789,archive\chunks\Erithacus-rubecula-316662_1.mp3,316662,European Robin,Erithacus,rubecula
3790,archive\chunks\Erithacus-rubecula-316662_2.mp3,316662,European Robin,Erithacus,rubecula
3791,archive\chunks\Erithacus-rubecula-316662_3.mp3,316662,European Robin,Erithacus,rubecula
3792,archive\chunks\Erithacus-rubecula-377830_0.mp3,377830,European Robin,Erithacus,rubecula
3793,archive\chunks\Erithacus-rubecula-377830_1.mp3,377830,European Robin,Erithacus,rubecula
3794,archive\chunks\Erithacus-rubecula-377830_2.mp3,377830,European Robin,Erithacus,rubecula
3795,archive\chunks\Erithacus-rubecula-390242_0.mp3,390242,European Robin,Erithacus,rubecula
3796,archive\chunks\Erithacus-rubecula-401943_0.mp3,401943,European Robin,Erithacus,rubecula
3797,archive\chunks\Erithacus-rubecula-401943_1.mp3,401943,European Robin,Erithacus,rubecula
3798,archive\chunks\Erithacus-rubecula-408133_0.mp3,408133,European Robin,Erithacus,rubecula
3799,archive\chunks\Erithacus-rubecula-408133_1.mp3,408133,European Robin,Erithacus,rubecula
3800,archive\chunks\Erithacus-rubecula-408133_2.mp3,408133,European Robin,Erithacus,rubecula
3801,archive\chunks\Erithacus-rubecula-408133_3.mp3,408133,European Robin,Erithacus,rubecula
3802,archive\chunks\Erithacus-rubecula-408133_4.mp3,408133,European Robin,Erithacus,rubecula
3803,archive\chunks\Erithacus-rubecula-408133_5.mp3,408133,European Robin,Erithacus,rubecula
3804,archive\chunks\Erithacus-rubecula-413415_0.mp3,413415,European Robin,Erithacus,rubecula
3805,archive\chunks\Erithacus-rubecula-413415_1.mp3,413415,European Robin,Erithacus,rubecula
3806,archive\chunks\Erithacus-rubecula-413415_2.mp3,413415,European Robin,Erithacus,rubecula
3807,archive\chunks\Erithacus-rubecula-420351_0.mp3,420351,European Robin,Erithacus,rubecula
3808,archive\chunks\Erithacus-rubecula-420351_1.mp3,420351,European Robin,Erithacus,rubecula
3809,archive\chunks\Erithacus-rubecula-420351_2.mp3,420351,European Robin,Erithacus,rubecula
3810,archive\chunks\Erithacus-rubecula-420351_3.mp3,420351,European Robin,Erithacus,rubecula
3811,archive\chunks\Erithacus-rubecula-420351_4.mp3,420351,European Robin,Erithacus,rubecula
3812,archive\chunks\Erithacus-rubecula-420351_5.mp3,420351,European Robin,Erithacus,rubecula
3813,archive\chunks\Erithacus-rubecula-441014_0.mp3,441014,European Robin,Erithacus,rubecula
3814,archive\chunks\Erithacus-rubecula-441014_1.mp3,441014,European Robin,Erithacus,rubecula
3815,archive\chunks\Erithacus-rubecula-441014_2.mp3,441014,European Robin,Erithacus,rubecula
3816,archive\chunks\Erithacus-rubecula-448670_0.mp3,448670,European Robin,Erithacus,rubecula
3817,archive\chunks\Erithacus-rubecula-448670_1.mp3,448670,European Robin,Erithacus,rubecula
3818,archive\chunks\Erithacus-rubecula-448670_2.mp3,448670,European Robin,Erithacus,rubecula
3819,archive\chunks\Erithacus-rubecula-448670_3.mp3,448670,European Robin,Erithacus,rubecula
3820,archive\chunks\Erithacus-rubecula-448670_4.mp3,448670,European Robin,Erithacus,rubecula
3821,archive\chunks\Erithacus-rubecula-448670_5.mp3,448670,European Robin,Erithacus,rubecula
3822,archive\chunks\Erithacus-rubecula-448670_6.mp3,448670,European Robin,Erithacus,rubecula
3823,archive\chunks\Erithacus-rubecula-448670_7.mp3,448670,European Robin,Erithacus,rubecula
3824,archive\chunks\Erithacus-rubecula-448670_8.mp3,448670,European Robin,Erithacus,rubecula
3825,archive\chunks\Erithacus-rubecula-448670_9.mp3,448670,European Robin,Erithacus,rubecula
3826,archive\chunks\Erithacus-rubecula-448670_10.mp3,448670,European Robin,Erithacus,rubecula
3827,archive\chunks\Erithacus-rubecula-448670_11.mp3,448670,European Robin,Erithacus,rubecula
3828,archive\chunks\Erithacus-rubecula-448670_12.mp3,448670,European Robin,Erithacus,rubecula
3829,archive\chunks\Erithacus-rubecula-448670_13.mp3,448670,European Robin,Erithacus,rubecula
3830,archive\chunks\Erithacus-rubecula-448670_14.mp3,448670,European Robin,Erithacus,rubecula
3831,archive\chunks\Erithacus-rubecula-448670_15.mp3,448670,European Robin,Erithacus,rubecula
3832,archive\chunks\Erithacus-rubecula-448670_16.mp3,448670,European Robin,Erithacus,rubecula
3833,archive\chunks\Erithacus-rubecula-448670_17.mp3,448670,European Robin,Erithacus,rubecula
3834,archive\chunks\Erithacus-rubecula-448670_18.mp3,448670,European Robin,Erithacus,rubecula
3835,archive\chunks\Erithacus-rubecula-448670_19.mp3,448670,European Robin,Erithacus,rubecula
3836,archive\chunks\Erithacus-rubecula-448670_20.mp3,448670,European Robin,Erithacus,rubecula
3837,archive\chunks\Erithacus-rubecula-448670_21.mp3,448670,European Robin,Erithacus,rubecula
3838,archive\chunks\Erithacus-rubecula-448670_22.mp3,448670,European Robin,Erithacus,rubecula
3839,archive\chunks\Erithacus-rubecula-448670_23.mp3,448670,European Robin,Erithacus,rubecula
3840,archive\chunks\Erithacus-rubecula-472257_0.mp3,472257,European Robin,Erithacus,rubecula
3841,archive\chunks\Erithacus-rubecula-477536_0.mp3,477536,European Robin,Erithacus,rubecula
3842,archive\chunks\Erithacus-rubecula-477536_1.mp3,477536,European Robin,Erithacus,rubecula
3843,archive\chunks\Erithacus-rubecula-477536_2.mp3,477536,European Robin,Erithacus,rubecula
3844,archive\chunks\Erithacus-rubecula-477536_3.mp3,477536,European Robin,Erithacus,rubecula
3845,archive\chunks\Erithacus-rubecula-477536_4.mp3,477536,European Robin,Erithacus,rubecula
3846,archive\chunks\Erithacus-rubecula-477536_5.mp3,477536,European Robin,Erithacus,rubecula
3847,archive\chunks\Erithacus-rubecula-477536_6.mp3,477536,European Robin,Erithacus,rubecula
3848,archive\chunks\Erithacus-rubecula-477536_7.mp3,477536,European Robin,Erithacus,rubecula
3849,archive\chunks\Erithacus-rubecula-477536_8.mp3,477536,European Robin,Erithacus,rubecula
3850,archive\chunks\Erithacus-rubecula-477536_9.mp3,477536,European Robin,Erithacus,rubecula
3851,archive\chunks\Erithacus-rubecula-507515_0.mp3,507515,European Robin,Erithacus,rubecula
3852,archive\chunks\Erithacus-rubecula-507515_1.mp3,507515,European Robin,Erithacus,rubecula
3853,archive\chunks\Erithacus-rubecula-507922_0.mp3,507922,European Robin,Erithacus,rubecula
3854,archive\chunks\Erithacus-rubecula-510542_0.mp3,510542,European Robin,Erithacus,rubecula
3855,archive\chunks\Erithacus-rubecula-514130_0.mp3,514130,European Robin,Erithacus,rubecula
3856,archive\chunks\Erithacus-rubecula-523111_0.mp3,523111,European Robin,Erithacus,rubecula
3857,archive\chunks\Erithacus-rubecula-523111_1.mp3,523111,European Robin,Erithacus,rubecula
3858,archive\chunks\Erithacus-rubecula-528253_0.mp3,528253,European Robin,Erithacus,rubecula
3859,archive\chunks\Erithacus-rubecula-528253_1.mp3,528253,European Robin,Erithacus,rubecula
3860,archive\chunks\Erithacus-rubecula-528253_2.mp3,528253,European Robin,Erithacus,rubecula
3861,archive\chunks\Erithacus-rubecula-532219_0.mp3,532219,European Robin,Erithacus,rubecula
3862,archive\chunks\Erithacus-rubecula-532219_1.mp3,532219,European Robin,Erithacus,rubecula
3863,archive\chunks\Erithacus-rubecula-533196_0.mp3,533196,European Robin,Erithacus,rubecula
3864,archive\chunks\Erithacus-rubecula-533196_1.mp3,533196,European Robin,Erithacus,rubecula
3865,archive\chunks\Erithacus-rubecula-533209_0.mp3,533209,European Robin,Erithacus,rubecula
3866,archive\chunks\Erithacus-rubecula-533209_1.mp3,533209,European Robin,Erithacus,rubecula
3867,archive\chunks\Erithacus-rubecula-533209_2.mp3,533209,European Robin,Erithacus,rubecula
3868,archive\chunks\Erithacus-rubecula-533319_0.mp3,533319,European Robin,Erithacus,rubecula
3869,archive\chunks\Ficedula-hypoleuca-132582_0.mp3,132582,European Pied Flycatcher,Ficedula,hypoleuca
3870,archive\chunks\Ficedula-hypoleuca-132582_1.mp3,132582,European Pied Flycatcher,Ficedula,hypoleuca
3871,archive\chunks\Ficedula-hypoleuca-132582_2.mp3,132582,European Pied Flycatcher,Ficedula,hypoleuca
3872,archive\chunks\Ficedula-hypoleuca-132582_3.mp3,132582,European Pied Flycatcher,Ficedula,hypoleuca
3873,archive\chunks\Ficedula-hypoleuca-132583_0.mp3,132583,European Pied Flycatcher,Ficedula,hypoleuca
3874,archive\chunks\Ficedula-hypoleuca-132583_1.mp3,132583,European Pied Flycatcher,Ficedula,hypoleuca
3875,archive\chunks\Ficedula-hypoleuca-132583_2.mp3,132583,European Pied Flycatcher,Ficedula,hypoleuca
3876,archive\chunks\Ficedula-hypoleuca-132583_3.mp3,132583,European Pied Flycatcher,Ficedula,hypoleuca
3877,archive\chunks\Ficedula-hypoleuca-132583_4.mp3,132583,European Pied Flycatcher,Ficedula,hypoleuca
3878,archive\chunks\Ficedula-hypoleuca-134096_0.mp3,134096,European Pied Flycatcher,Ficedula,hypoleuca
3879,archive\chunks\Ficedula-hypoleuca-134096_1.mp3,134096,European Pied Flycatcher,Ficedula,hypoleuca
3880,archive\chunks\Ficedula-hypoleuca-134096_2.mp3,134096,European Pied Flycatcher,Ficedula,hypoleuca
3881,archive\chunks\Ficedula-hypoleuca-134187_0.mp3,134187,European Pied Flycatcher,Ficedula,hypoleuca
3882,archive\chunks\Ficedula-hypoleuca-134187_1.mp3,134187,European Pied Flycatcher,Ficedula,hypoleuca
3883,archive\chunks\Ficedula-hypoleuca-134187_2.mp3,134187,European Pied Flycatcher,Ficedula,hypoleuca
3884,archive\chunks\Ficedula-hypoleuca-134187_3.mp3,134187,European Pied Flycatcher,Ficedula,hypoleuca
3885,archive\chunks\Ficedula-hypoleuca-134278_0.mp3,134278,European Pied Flycatcher,Ficedula,hypoleuca
3886,archive\chunks\Ficedula-hypoleuca-134278_1.mp3,134278,European Pied Flycatcher,Ficedula,hypoleuca
3887,archive\chunks\Ficedula-hypoleuca-146751_0.mp3,146751,European Pied Flycatcher,Ficedula,hypoleuca
3888,archive\chunks\Ficedula-hypoleuca-164969_0.mp3,164969,European Pied Flycatcher,Ficedula,hypoleuca
3889,archive\chunks\Ficedula-hypoleuca-164969_1.mp3,164969,European Pied Flycatcher,Ficedula,hypoleuca
3890,archive\chunks\Ficedula-hypoleuca-164969_2.mp3,164969,European Pied Flycatcher,Ficedula,hypoleuca
3891,archive\chunks\Ficedula-hypoleuca-181112_0.mp3,181112,European Pied Flycatcher,Ficedula,hypoleuca
3892,archive\chunks\Ficedula-hypoleuca-181112_1.mp3,181112,European Pied Flycatcher,Ficedula,hypoleuca
3893,archive\chunks\Ficedula-hypoleuca-181112_2.mp3,181112,European Pied Flycatcher,Ficedula,hypoleuca
3894,archive\chunks\Ficedula-hypoleuca-181112_3.mp3,181112,European Pied Flycatcher,Ficedula,hypoleuca
3895,archive\chunks\Ficedula-hypoleuca-181112_4.mp3,181112,European Pied Flycatcher,Ficedula,hypoleuca
3896,archive\chunks\Ficedula-hypoleuca-198837_0.mp3,198837,European Pied Flycatcher,Ficedula,hypoleuca
3897,archive\chunks\Ficedula-hypoleuca-198837_1.mp3,198837,European Pied Flycatcher,Ficedula,hypoleuca
3898,archive\chunks\Ficedula-hypoleuca-199321_0.mp3,199321,European Pied Flycatcher,Ficedula,hypoleuca
3899,archive\chunks\Ficedula-hypoleuca-199321_1.mp3,199321,European Pied Flycatcher,Ficedula,hypoleuca
3900,archive\chunks\Ficedula-hypoleuca-199321_2.mp3,199321,European Pied Flycatcher,Ficedula,hypoleuca
3901,archive\chunks\Ficedula-hypoleuca-199321_3.mp3,199321,European Pied Flycatcher,Ficedula,hypoleuca
3902,archive\chunks\Ficedula-hypoleuca-199321_4.mp3,199321,European Pied Flycatcher,Ficedula,hypoleuca
3903,archive\chunks\Ficedula-hypoleuca-215585_0.mp3,215585,European Pied Flycatcher,Ficedula,hypoleuca
3904,archive\chunks\Ficedula-hypoleuca-215605_0.mp3,215605,European Pied Flycatcher,Ficedula,hypoleuca
3905,archive\chunks\Ficedula-hypoleuca-215606_0.mp3,215606,European Pied Flycatcher,Ficedula,hypoleuca
3906,archive\chunks\Ficedula-hypoleuca-242013_0.mp3,242013,European Pied Flycatcher,Ficedula,hypoleuca
3907,archive\chunks\Ficedula-hypoleuca-242014_0.mp3,242014,European Pied Flycatcher,Ficedula,hypoleuca
3908,archive\chunks\Ficedula-hypoleuca-242014_1.mp3,242014,European Pied Flycatcher,Ficedula,hypoleuca
3909,archive\chunks\Ficedula-hypoleuca-244079_0.mp3,244079,European Pied Flycatcher,Ficedula,hypoleuca
3910,archive\chunks\Ficedula-hypoleuca-244079_1.mp3,244079,European Pied Flycatcher,Ficedula,hypoleuca
3911,archive\chunks\Ficedula-hypoleuca-244079_2.mp3,244079,European Pied Flycatcher,Ficedula,hypoleuca
3912,archive\chunks\Ficedula-hypoleuca-246421_0.mp3,246421,European Pied Flycatcher,Ficedula,hypoleuca
3913,archive\chunks\Ficedula-hypoleuca-246422_0.mp3,246422,European Pied Flycatcher,Ficedula,hypoleuca
3914,archive\chunks\Ficedula-hypoleuca-246422_1.mp3,246422,European Pied Flycatcher,Ficedula,hypoleuca
3915,archive\chunks\Ficedula-hypoleuca-246422_2.mp3,246422,European Pied Flycatcher,Ficedula,hypoleuca
3916,archive\chunks\Ficedula-hypoleuca-246422_3.mp3,246422,European Pied Flycatcher,Ficedula,hypoleuca
3917,archive\chunks\Ficedula-hypoleuca-246422_4.mp3,246422,European Pied Flycatcher,Ficedula,hypoleuca
